,Suburb/Town Name,Postcode,Incidents Recorded,population,lat,lng,Number of Hospitals,Number of Cinemas,Distance to CBD
374,Bunbartha,3634,82,276.0,-36.25028,145.32433999999995,0,0,176.64352922111044
375,Bundalaguah,3851,47,188.0,-38.02433,147.02188999999996,0,0,182.19562549890682
376,Bundalong,3730,173,428.0,-36.05119000000001,146.13165,0,0,221.70096323255657
377,Bundalong South,3730,10,51.0,-36.10254000000001,146.17396000000005,0,0,218.48473808899794
378,Bunding,3342,15,55.0,-37.5381,144.17123,0,0,76.00691345620639
379,Bundoora,3083,16842,28653.0,-37.70282,145.06448999999995,4,0,15.135803791544
380,Bung Bong,3465,13,51.0,-37.09383,143.58988,0,0,145.11750104539973
381,Bungador,3260,20,62.0,-38.42534000000001,143.32183,0,0,158.8689468633755
382,Bungal,3334,14,43.0,-37.70373,144.12955,0,0,74.19676294021318
383,Bungalally,3401,39,95.0,-36.79724,142.2545,0,0,264.7477373491082
384,Bungaree,3352,115,269.0,-37.56102,144.00124,0,0,89.06641352574925
385,Bungeet,3726,10,31.0,-36.28166,146.05788,0,0,196.01747729524018
386,Bungeet West,3726,9,45.0,-36.34758,146.00441,0,0,187.28029601584234
387,Bungil,3691,11,11.0,-36.08417,147.40241,0,0,289.71615069303806
388,Bunguluke,3527,8,21.0,-36.0499,143.36943,0,0,241.7589520217854
389,Buninyong,3357,1106,3714.0,-37.64824,143.90146,0,0,95.06138014635508
390,Bunkers Hill,3352,64,261.0,-37.57454,143.74511,0,0,110.31272818631612
391,Bunyip,3815,734,2468.0,-38.10205,145.7225,0,0,74.02588005563892
392,Bunyip North,3815,45,112.0,-38.06247000000001,145.72551,0,0,72.47989004148886
393,Buragwonduc,3858,3,0.0,-37.48596,146.75978,0,0,162.35733491538895
394,Burkes Bridge,3568,1,14.0,-35.83637,144.33664,0,0,226.6660061710777
395,Burkes Flat,3475,8,14.0,-36.64085,143.55993,0,0,179.95593706204576
396,Burnbank,3371,21,59.0,-37.22946,143.59483,0,0,136.9112615565273
397,Burnewang,3558,57,36.0,-36.47142,144.65378,0,0,151.59272441331035
398,Burnley,3121,1149,769.0,-37.82978,145.01726000000005,0,0,5.202204371065078
399,Burnside,3023,1863,4751.0,-37.75021,144.75245,0,0,19.69400438788983
400,Burnside Heights,3023,1683,6072.0,-37.73299,144.7559,0,0,20.173565722936875
401,Burramboot,3559,21,32.0,-36.53115,144.83399,0,0,142.9172831469401
402,Burramine,3730,103,197.0,-36.01121,145.88305,0,0,216.35994273034032
403,Burramine South,3730,8,24.0,-36.07,145.86368000000004,0,0,209.647480577978
404,Burrowye,3709,8,43.0,-36.02441,147.5291,0,0,302.6238641958146
405,Burrumbeet,3352,177,232.0,-37.49644,143.61683,0,0,123.54463178429698
406,Burwood,3125,6490,15019.0,-37.84873,145.11361000000005,1,0,13.891208469304239
407,Burwood East,3151,4334,10273.0,-37.85371,145.15035,0,1,17.143706014755633
408,Bushfield,3281,60,571.0,-38.32505,142.51996,0,0,221.2650369681516
409,Bushy Park,3860,6,50.0,-37.85878,147.0201,0,0,180.78459663510446
410,Butchers Ridge,3885,2,7.0,-37.26211,148.26061,0,0,297.1712863502074
411,Buxton,3711,163,492.0,-37.43511,145.71384,0,0,78.36234712464204
412,Byaduk,3301,12,123.0,-37.94569,141.9821,0,0,261.97133401676336
413,Byaduk North,3300,12,119.0,-37.86335,141.98925,0,0,261.13154915856654
414,Byawatha,3678,39,155.0,-36.28869,146.47271,0,0,216.0298686847856
415,Bylands,3762,81,131.0,-37.35059,144.93544,0,0,51.4014254321581
416,Byrneside,3617,101,158.0,-36.40926,145.15912,0,0,156.99117447097132
417,Cabarita,3505,93,488.0,-34.20465,142.08651,0,0,477.2617511739461
418,Cabbage Tree,3364,10,18.0,-37.46025,143.89818,0,0,101.55127050249007
419,Cabbage Tree Creek,3889,19,43.0,-37.65679,148.71305,0,0,330.26902932305705
420,Cadello,3442,13,13.0,-37.3059,144.51731,0,0,68.62932676677038
421,Cairnlea,3023,4095,9657.0,-37.75868,144.79054,0,0,16.23074316919442
422,Calder Park,3037,359,0.0,-37.67625,144.75978,0,0,23.369534463131178
423,Caldermeade,3984,270,183.0,-38.24804,145.54154,0,0,70.14887883605881
424,California Gully,3556,3078,4363.0,-36.7286,144.26003,0,0,135.58622637818914
425,Calivil,3573,52,178.0,-36.25071,144.08594,0,0,190.27366000856065
426,Callawadda,3387,6,43.0,-36.82227,142.79949,0,0,220.67477270902089
427,Callignee,3844,57,319.0,-38.31895,146.57883,0,0,152.31462114567535
428,Callignee North,3844,15,50.0,-38.30119000000001,146.63621,0,0,156.31158947347825
429,Callignee South,3844,4,12.0,-38.37952,146.60648,0,0,157.09091369501314
430,Calrossie,3971,9,26.0,-38.49992,146.66945,0,0,167.7029557385125
431,Calulu,3875,37,181.0,-37.78863,147.50516000000005,0,0,223.42683986498062
432,Cambarville,3779,20,0.0,-37.62555,145.97585,0,0,91.5378142188125
433,Camberwell,3124,9050,22081.0,-37.83564000000001,145.07585,1,0,10.304567822403355
434,Cambrian Hill,3352,52,251.0,-37.63708,143.81909,0,0,102.41626167672166
435,Campbellfield,3061,10336,5056.0,-37.66639,144.95619,0,0,16.240444603704656
436,Campbells Bridge,3387,7,27.0,-36.92694,142.80641,0,0,214.4441703071379
437,Campbells Creek,3451,386,1786.0,-37.10975,144.21159,0,0,102.43984729182901
438,Campbells Forest,3556,32,45.0,-36.61833,144.11608,0,0,152.45484769279113
439,Campbelltown,3364,23,55.0,-37.20617,143.94716,0,0,112.07474017340004
440,Camperdown,3260,1594,3369.0,-38.227,143.15452,1,0,164.9312005312708
441,Canadian,3350,1599,3609.0,-37.58407,143.88308999999995,0,0,98.28452166482299
442,Caniambo,3630,33,74.0,-36.47079,145.59965,0,0,159.5142234808505
443,Cann River,3890,299,194.0,-37.59016,149.16308999999995,0,0,370.3736889487362
444,Cannie,3540,2,22.0,-35.75428,143.51273999999995,0,0,262.7380777291086
445,Cannons Creek,3977,164,647.0,-38.20762,145.31025,0,0,53.48801761101081
446,Cannum,3393,9,48.0,-36.25894,142.24578,0,0,296.5873149647769
447,Canterbury,3126,1908,8056.0,-37.8243,145.07312,1,0,9.825262466065162
448,Cape Bridgewater,3305,50,150.0,-38.32987,141.41818999999995,0,0,315.512687444154
449,Cape Clear,3351,60,125.0,-37.77818,143.61999,0,0,118.003926192552
450,Cape Conran,3888,19,4.0,-37.78909,148.7308,0,0,331.09030873368096
451,Cape Otway,3233,33,15.0,-38.77934000000001,143.55584,0,0,163.17024861138805
452,Cape Paterson,3995,441,891.0,-38.65575,145.61755,0,0,109.86375744191982
453,Cape Schanck,3939,159,446.0,-38.46869,144.90251999999995,0,0,73.16706007920126
454,Cape Woolamai,3925,603,1676.0,-38.54364,145.3431,0,0,87.8631726334957
455,Capels Crossing,3579,16,35.0,-35.61407,143.91279,0,0,261.7235734796582
456,Carag Carag,3623,35,71.0,-36.46264,144.89092,0,0,150.2157425061198
457,Caralulup,3371,5,3.0,-37.20099,143.64463,0,0,134.64853133057107
458,Caramut,3274,86,246.0,-37.95347,142.50342,0,0,216.35990646937756
459,Carapooee,3477,28,64.0,-36.71179,143.33819,0,0,188.76447137867174
460,Carapooee West,3477,30,21.0,-36.71655,143.24361000000005,0,0,194.87705186864682
461,Carapook,3312,16,70.0,-37.51444,141.54336,0,0,302.7463946204416
462,Carboor,3678,13,95.0,-36.64636,146.55528,0,0,191.56981592970132
463,Cardigan,3352,222,754.0,-37.53696,143.74391,0,0,111.51593833260647
464,Cardigan Village,3352,150,667.0,-37.51779000000001,143.71655,0,0,114.43858107488376
465,Cardinia,3978,263,376.0,-38.14365,145.41781,0,0,54.323537205698706
466,Cardross,3496,237,821.0,-34.30661,142.12585,0,0,465.7398049391935
467,Cargerie,3334,9,35.0,-37.8039,143.95109,0,0,88.84007698134248
468,Carina,3512,1,22.0,-35.21787,141.09048,0,0,450.4266632302198
469,Caringal,3825,16,19.0,-37.94669,146.34525,0,0,122.29197059242233
470,Carisbrook,3464,483,1115.0,-37.03242,143.85737,0,0,130.54312783714894
471,Carlisle River,3239,36,135.0,-38.56834,143.42479,0,0,158.4936601347243
472,Carlsruhe,3442,185,327.0,-37.29092,144.51543999999996,0,0,70.0973533333998
473,Carlton North,3054,4151,6300.0,-37.78564,144.96843,1,0,3.0201545939366996
474,Carlyle,3685,18,79.0,-35.99655999999999,146.48483000000004,0,0,243.08334396131474
475,Carnegie,3163,6296,17388.0,-37.89376,145.05608,0,0,12.236211397548745
476,Carngham,3351,34,146.0,-37.55985,143.58847,0,0,124.10801311265237
477,Caroline Springs,3023,9120,24205.0,-37.73137,144.73717,0,0,21.7400755524808
478,Carpendeit,3260,48,134.0,-38.39186,143.24658,0,0,163.36672944072592
479,Carrajung,3844,61,102.0,-38.37539,146.675,0,0,162.42646661216645
480,Carrajung Lower,3844,67,112.0,-38.38985,146.7309,0,0,167.54607036406242
481,Carranballac,3361,17,42.0,-37.68427,143.17373,0,0,157.89625974303397
482,Carron,3480,2,18.0,-36.28131,142.75048,0,0,259.8231859751608
483,Carrum,3197,3044,3980.0,-38.07708,145.128,0,0,32.82633347387821
484,Carrum Downs,3201,12893,20711.0,-38.09708,145.17456,0,0,36.72413346495017
485,Carwarp,3494,71,70.0,-34.52588,142.13392,0,0,444.9223792308397
486,Cashmore,3305,56,228.0,-38.30789,141.49868999999995,0,0,308.18672187787706
487,Cassilis,3898,7,29.0,-37.20668,147.60483,0,0,242.61160192225688
488,Castella,3777,49,268.0,-37.5185,145.42928999999995,0,0,52.51101736850543
489,Casterton,3311,642,1668.0,-37.60028,141.33446999999995,1,0,319.9982743819194
490,Castle Creek,3691,2,77.0,-36.18338,146.82711,0,0,245.41822095153194
491,Castle Donnington,3585,46,131.0,-35.42118,143.57546000000005,0,0,293.27479316346364
492,Castlemaine,3450,4417,6757.0,-37.06007,144.21958,1,0,106.28966614436831
493,Catani,3981,105,294.0,-38.19245,145.6551,0,0,73.9670524832613
494,Cathcart,3377,26,91.0,-37.31253,142.87954,0,0,191.8036775182914
495,Cathkin,3714,14,25.0,-37.16123,145.59331,0,0,91.33414821010484
496,Caulfield,3162,2722,5595.0,-37.88402,145.02656000000005,3,0,9.763716298932035
497,Caulfield East,3145,2506,1584.0,-37.88119,145.04211999999995,0,0,10.377986531569453
498,Caulfield North,3161,5455,15269.0,-37.87081,145.02366,1,0,8.442542285477307
499,Caulfield South,3162,3653,11854.0,-37.89466,145.02494,1,0,10.67679517476306
500,Caveat,3660,14,41.0,-37.05308,145.49909,0,0,96.82250372210787
501,Cavendish,3314,58,334.0,-37.4873,142.06516000000005,0,0,257.5994688675303
502,Ceres,3221,71,254.0,-38.16254,144.27208000000005,0,0,71.93720611083931
503,Chadstone,3148,6062,8641.0,-37.88301,145.09996,0,1,14.416246921157983
504,Chandlers Creek,3890,6,0.0,-37.30548,149.31912,0,0,388.11884167297393
505,Chapel Flat,3352,3,0.0,-37.47876,143.89712,0,0,100.8515789720081
506,Chapple Vale,3239,14,36.0,-38.62636,143.30186,0,0,170.97345437943403
507,Charam,3318,3,38.0,-36.94966,141.51381,0,0,319.4183923538295
508,Charlemont,3217,307,364.0,-38.2045,144.36856,0,0,67.87587829767473
509,Charleroi,3695,9,73.0,-36.31188,147.15356,0,0,256.1933889983865
510,Charlton,3525,431,1050.0,-36.28025,143.32938,0,1,223.65562729987698
511,Chatsworth,3379,3,44.0,-37.8402,142.65202,0,0,202.92937892765636
512,Chelsea,3196,4334,7773.0,-38.04966,145.12153999999995,0,0,29.85469388377473
513,Chelsea Heights,3196,2344,5335.0,-38.04019,145.13396,0,0,29.470083336366926
514,Cheltenham,3192,14575,22291.0,-37.96196,145.06011999999996,2,1,18.71915774990926
515,Chepstowe,3351,20,61.0,-37.59637,143.48727,0,0,131.96709609004546
516,Cherokee,3434,14,56.0,-37.39794000000001,144.64271000000005,0,0,54.00090863514123
517,Cherrypool,3401,5,3.0,-37.13047,142.16655,0,0,258.1014022848855
518,Cheshunt,3678,48,231.0,-36.8276,146.41847,0,0,169.02763641318782
519,Cheshunt South,3678,1,0.0,-36.93477,146.41616000000005,0,0,161.3277880761195
520,Chesney Vale,3725,21,157.0,-36.41403,146.05882,0,0,183.38199760105286
521,Chetwynd,3312,44,86.0,-37.30181,141.38926999999995,0,0,320.0135679739038
522,Chewton,3451,172,1313.0,-37.09133,144.26435,0,0,101.11229470602743
523,Chewton Bushlands,3451,7,45.0,-37.07809,144.29209,0,0,100.83070026647208
524,Childers,3824,33,106.0,-38.30012,146.10285,0,0,113.63859676087661
525,Chillingollah,3585,10,5.0,-35.27592,143.04589,0,0,329.91208225582756
526,Chiltern,3683,468,1605.0,-36.18609,146.6114,0,0,232.688034872163
527,Chiltern Valley,3683,16,60.0,-36.14343,146.55238,0,0,233.20691693492998
528,Chinangin,3544,2,6.0,-35.53275,143.17545,0,0,299.3973062770357
529,Chinkapook,3546,15,32.0,-35.18157,142.945,0,0,343.61921140840843
530,Chintin,3756,18,106.0,-37.39609,144.83387,0,0,47.649993968275986
531,Chirnside Park,3116,4750,9872.0,-37.74195,145.31482,0,1,31.957239975657686
532,Chocolyn,3260,11,67.0,-38.19662,143.20269,0,0,159.9798849976459
533,Christmas Hills,3775,122,355.0,-37.65821,145.30722,0,0,34.84071712116065
534,Chum Creek,3777,151,983.0,-37.6067,145.4856,0,0,51.402149242363116
535,Churchill,3842,4269,4783.0,-38.31539,146.42416,0,0,139.6682501848595
536,Churchill Island,3925,4,0.0,-38.50105,145.33955,0,0,83.38027627260988
537,Chute,3373,6,18.0,-37.30918,143.41171,0,0,147.68252296620034
538,Clarendon,3352,38,145.0,-37.69962,143.97386,0,0,87.79565420955223
539,Claretown,3352,15,24.0,-37.51542,144.03203,0,0,88.2901916585938
540,Clarinda,3169,2134,7481.0,-37.94195,145.10672,0,0,19.19169180937793
541,Clarkefield,3430,206,320.0,-37.48408,144.79996,0,0,39.20155257346919
542,Clarkes Hill,3352,23,67.0,-37.49792,143.97853,0,0,93.39480462517878
543,Clayton,3168,12212,19358.0,-37.91526,145.12899,6,1,18.575654686027466
544,Clayton South,3169,5864,12642.0,-37.94397,145.1242,0,0,20.39827204415314
545,Clear Lake,3409,24,78.0,-36.93703,141.8892,0,0,288.4511374654797
546,Clematis,3782,97,350.0,-37.93054,145.41787,0,0,42.09266387734811
547,Clifton Creek,3875,41,237.0,-37.71022,147.66673,0,0,238.0026516351798
548,Clifton Springs,3222,1330,7519.0,-38.1546,144.57031,0,0,51.26763969528978
549,Clonbinane,3658,230,330.0,-37.36773,145.14833000000004,0,0,52.08755048883702
550,Cloverlea,3822,36,192.0,-38.2364,145.98968,0,0,101.59577880513888
551,Club Terrace,3889,55,52.0,-37.51929000000001,148.93865,0,0,351.4881782464272
552,Clunes,3370,608,1728.0,-37.28774,143.7888,0,0,118.7646803083202
553,Clyde,3978,2057,2117.0,-38.15079,145.35357,0,0,50.91317726732243
554,Clyde North,3978,5086,8156.0,-38.10008,145.3588,0,0,47.244581873709166
555,Clydebank,3851,50,107.0,-38.04728,147.19213,0,0,197.3033470695479
556,Clydesdale,3461,13,58.0,-37.17426,144.09749,0,0,104.18952943983697
557,Coalville,3825,26,49.0,-38.24091,146.26748,0,0,123.85493092651056
558,Cobains,3851,71,232.0,-38.07683,147.13978999999995,0,0,193.18914555219408
559,Cobaw,3442,15,70.0,-37.26422,144.64721,0,0,66.9834351043134
560,Cobbannah,3862,5,6.0,-37.65027,147.28001,0,0,204.61688943088885
561,Cobberas,3900,7,0.0,-36.864,148.10513999999995,0,0,297.17034017873505
562,Cobden,3266,541,1839.0,-38.33151,143.11382,1,0,171.79394775460932
563,Cobram,3644,4463,6014.0,-35.92335,145.63872,0,0,218.49602288313434
564,Cobram East,3644,90,242.0,-35.96564,145.74576000000005,0,0,216.842869975129
565,Cobrico,3266,13,80.0,-38.29667,143.02254,0,0,178.16885864101874
566,Cobungra,3898,21,53.0,-37.07965,147.36801,0,0,227.46092309254195
567,Coburg,3058,19487,26185.0,-37.74493,144.9645,2,2,7.500847815800049
568,Coburg North,3058,7748,7601.0,-37.72704,144.96737,0,1,9.498110704618862
569,Cocamba,3546,1,4.0,-35.109970000000004,142.90014,0,0,352.5444164374545
570,Cochranes Creek,3475,12,9.0,-36.69643,143.56786,0,0,175.0064161512009
571,Cockatoo,3781,1333,4256.0,-37.92643,145.50901000000005,0,0,49.63800810199378
572,Cocoroc,3030,44,0.0,-37.96227,144.61837,0,0,34.47853069301436
573,Codrington,3285,12,52.0,-38.25741,141.95991,0,0,267.554830323966
574,Coghills Creek,3364,23,71.0,-37.3862,143.75201,0,0,116.67967876286514
575,Cohuna,3568,896,2428.0,-35.77539,144.26688,1,0,234.81071592125872
576,Coimadai,3340,151,416.0,-37.59037,144.48819,0,0,48.4674638109797
577,Cokum,3530,5,3.0,-35.75577,143.26431000000005,0,0,274.1434560119726
578,Colac,3250,8267,9048.0,-38.30962,143.5889,1,1,132.34203950626323
579,Colac Colac,3707,8,51.0,-36.22209,147.84406,0,0,310.98964141552216
580,Colac East,3250,150,217.0,-38.34045,143.61576000000005,0,0,131.6792639662331
581,Colac West,3250,143,81.0,-38.33259,143.54408999999995,0,0,136.9572606080816
582,Colbinabbin,3559,74,304.0,-36.59539,144.82091,0,0,135.8993660317266
583,Colbrook,3342,5,29.0,-37.53334,144.22257,0,0,72.11908016760738
584,Coldstream,3770,736,2164.0,-37.70318,145.40403,0,0,40.68746506083509
585,Coleraine,3315,456,1029.0,-37.58971,141.67985,1,0,289.8293089816768
586,Colignan,3494,118,329.0,-34.54063,142.34507,0,0,433.00405399137435
587,Collingwood,3066,16249,8513.0,-37.80195,144.98808,0,0,2.544465908607641
588,Combienbar,3889,15,19.0,-37.38638,149.02075,0,0,360.6416407781475
589,Concongella,3384,69,133.0,-37.05213,142.86358,0,0,203.67335621814942
590,Condah,3303,23,121.0,-37.93817,141.72465,0,0,284.5026664673741
591,Congupna,3633,222,605.0,-36.28774,145.47356000000005,0,0,175.4963082550271
592,Connewarre,3227,193,788.0,-38.25082,144.42013,0,0,68.05703310234387
593,Coojar,3315,5,38.0,-37.36084,141.68432,0,0,293.1512474176157
594,Coolaroo,3048,4156,3191.0,-37.65472000000001,144.93441,0,0,17.69986360808052
595,Cooma,3616,36,108.0,-36.41104,145.07282,0,0,156.1280306389968
596,Coomboona,3629,50,131.0,-36.26871,145.31265,0,0,174.4401795130977
597,Coomoora,3461,37,252.0,-37.3301,144.19782,0,0,86.11003955133414
598,Coongulla,3860,140,183.0,-37.87278,146.76972,0,0,158.8510376287457
599,Coonooer Bridge,3477,8,31.0,-36.45905,143.31509,0,0,209.67217267675025
600,Coonooer West,3477,2,16.0,-36.42565,143.21936000000005,0,0,218.29821969940113
601,Cooriemungle,3268,33,364.0,-38.56676,143.13898,0,0,180.07541937890088
602,Cope Cope,3480,2,58.0,-36.46985,143.05454,0,0,225.55595870261243
603,Cora Lynn,3814,53,243.0,-38.14311,145.61344,0,0,67.8958062792682
604,Corack,3480,10,23.0,-36.18126,143.02681,0,0,249.86727291882508
605,Corack East,3480,1,22.0,-36.15077,143.05709,0,0,250.5379524319428
606,Coragulac,3249,28,161.0,-38.26291,143.53491,0,0,134.67006897206235
607,Coral Bank,3691,1,83.0,-36.61979,147.10856,0,0,231.73400725835708
608,Corindhap,3352,26,132.0,-37.86479,143.75743,0,0,105.96492924317882
609,Corinella,3984,338,791.0,-38.4252,145.46132,0,0,80.92823793335681
610,Corio,3214,18272,15296.0,-38.06752,144.37728,0,0,58.624798822280475
611,Corndale,3311,9,33.0,-37.53007,141.25097,0,0,328.1314551305211
612,Cornella,3551,27,43.0,-36.6795,144.76587,0,0,127.16282323357837
613,Cornishtown,3683,22,96.0,-36.10503,146.56998000000004,0,0,237.57649026376475
614,Coronet Bay,3984,421,791.0,-38.43481,145.44324,0,0,80.99588396194193
